# Time-averaged data for fix 3
tstep t T P density a b c Etot Eke Epe Epair
6300 125200 129.012 42.2223 1.16984 38.4171 38.4171 38.4171 -726.081 384.176 -1110.26 -1110.26
6325 125300 129.208 40.279 1.16552 38.4646 38.4646 38.4646 -720.979 384.758 -1105.74 -1105.74
6350 125400 129.458 134.366 1.16668 38.4517 38.4517 38.4517 -705.026 385.505 -1090.53 -1090.53
6375 125500 136.434 128.088 1.16524 38.4676 38.4676 38.4676 -689.336 406.277 -1095.61 -1095.61
6400 125600 130.956 103.15 1.16033 38.5218 38.5218 38.5218 -702.435 389.965 -1092.4 -1092.4
6425 125700 128.138 60.4408 1.15479 38.5833 38.5833 38.5833 -710.145 381.572 -1091.72 -1091.72
6450 125800 129.767 43.1914 1.1529 38.6044 38.6044 38.6044 -706.44 386.425 -1092.86 -1092.86
6475 125900 131.929 110.639 1.15664 38.5628 38.5628 38.5628 -692.789 392.862 -1085.65 -1085.65
6500 126000 138.117 167.635 1.16018 38.5234 38.5234 38.5234 -671.92 411.29 -1083.21 -1083.21
6525 126100 132.912 116.936 1.15702 38.5585 38.5585 38.5585 -690.994 395.788 -1086.78 -1086.78
6550 126200 128.496 42.5332 1.15121 38.6232 38.6232 38.6232 -707.878 382.639 -1090.52 -1090.52
6575 126300 129.34 25.8929 1.15098 38.6258 38.6258 38.6258 -708.039 385.152 -1093.19 -1093.19
6600 126400 132.108 69.8465 1.15895 38.5371 38.5371 38.5371 -702.699 393.395 -1096.09 -1096.09
6625 126500 131.805 144.772 1.17133 38.4008 38.4008 38.4008 -704.747 392.492 -1097.24 -1097.24
6650 126600 126.718 169.439 1.18063 38.2997 38.2997 38.2997 -724.422 377.345 -1101.77 -1101.77
6675 126700 128.02 138.203 1.18331 38.2708 38.2708 38.2708 -729.79 381.223 -1111.01 -1111.01
6700 126800 132.719 99.2409 1.18192 38.2858 38.2858 38.2858 -722.022 395.215 -1117.24 -1117.24
6725 126900 135.819 109.478 1.1794 38.313 38.313 38.313 -707.085 404.445 -1111.53 -1111.53
6750 127000 132.908 66.8162 1.17636 38.346 38.346 38.346 -718.517 395.777 -1114.29 -1114.29
6775 127100 124.517 75.3822 1.17622 38.3475 38.3475 38.3475 -735.649 370.789 -1106.44 -1106.44
6800 127200 131.86 50.769 1.17922 38.315 38.315 38.315 -723.284 392.657 -1115.94 -1115.94
6825 127300 134.745 66.8088 1.18769 38.2237 38.2237 38.2237 -722.25 401.246 -1123.5 -1123.5
6850 127400 130.398 121.777 1.20104 38.0815 38.0815 38.0815 -741.839 388.303 -1130.14 -1130.14
6875 127500 129.425 200.688 1.21292 37.9568 37.9568 37.9568 -746.866 385.406 -1132.27 -1132.27
6900 127600 131.837 181.027 1.21499 37.9352 37.9352 37.9352 -748.299 392.587 -1140.89 -1140.89
6925 127700 127.525 118.126 1.20802 38.008 38.008 38.008 -760.383 379.748 -1140.13 -1140.13
6950 127800 124.826 37.384 1.19934 38.0995 38.0995 38.0995 -770.751 371.71 -1142.46 -1142.46
6975 127900 130.238 56.7428 1.19636 38.1312 38.1312 38.1312 -749.314 387.825 -1137.14 -1137.14
7000 128000 133.131 101.679 1.19816 38.112 38.112 38.112 -735.742 396.442 -1132.18 -1132.18
7025 128100 131.704 97.3139 1.20036 38.0888 38.0888 38.0888 -744.176 392.193 -1136.37 -1136.37
7050 128200 125.735 117.593 1.20229 38.0683 38.0683 38.0683 -758.75 374.416 -1133.17 -1133.17
7075 128300 128.322 130.953 1.20262 38.0648 38.0648 38.0648 -752.074 382.121 -1134.19 -1134.19
7100 128400 135.584 167.476 1.19883 38.105 38.105 38.105 -724.9 403.745 -1128.65 -1128.65
7125 128500 129.569 158.143 1.18736 38.2272 38.2272 38.2272 -729.917 385.833 -1115.75 -1115.75
7150 128600 126.343 84.0601 1.16934 38.4226 38.4226 38.4226 -730.215 376.227 -1106.44 -1106.44
7175 128700 131.609 -1.35604 1.15322 38.6008 38.6008 38.6008 -711.819 391.909 -1103.73 -1103.73
7200 128800 128.694 26.8311 1.14785 38.6609 38.6609 38.6609 -705.235 383.229 -1088.46 -1088.46
7225 128900 129.425 65.0001 1.15094 38.6263 38.6263 38.6263 -699.219 385.406 -1084.62 -1084.62
7250 129000 131.698 95.663 1.15752 38.553 38.553 38.553 -694.68 392.173 -1086.85 -1086.85
7275 129100 133.002 97.5082 1.16468 38.4737 38.4737 38.4737 -700.501 396.056 -1096.56 -1096.56
7300 129200 130.353 129.975 1.17109 38.4035 38.4035 38.4035 -709.466 388.169 -1097.63 -1097.63
7325 129300 130.793 124.064 1.17417 38.3698 38.3698 38.3698 -713.519 389.479 -1103 -1103
7350 129400 129.45 108.352 1.17435 38.3678 38.3678 38.3678 -719.742 385.48 -1105.22 -1105.22
7375 129500 127.899 82.7543 1.17369 38.3751 38.3751 38.3751 -727.803 380.862 -1108.67 -1108.67
7400 129600 123.538 95.8286 1.17444 38.3669 38.3669 38.3669 -737.133 367.876 -1105.01 -1105.01
7425 129700 133.143 81.1529 1.17618 38.348 38.348 38.348 -720.002 396.478 -1116.48 -1116.48
7450 129800 133.285 136.494 1.17843 38.3235 38.3235 38.3235 -712.984 396.9 -1109.88 -1109.88
7475 129900 128.702 116.551 1.17705 38.3386 38.3386 38.3386 -726.518 383.252 -1109.77 -1109.77
7500 130000 124.036 65.9256 1.1746 38.3652 38.3652 38.3652 -743.22 369.357 -1112.58 -1112.58
7525 130100 128.603 72.1635 1.17572 38.353 38.353 38.353 -730.464 382.957 -1113.42 -1113.42
7550 130200 134.754 118.514 1.17883 38.3192 38.3192 38.3192 -708.008 401.273 -1109.28 -1109.28
7575 130300 130.608 121.781 1.17984 38.3082 38.3082 38.3082 -719.111 388.929 -1108.04 -1108.04
7600 130400 125.69 119.76 1.17816 38.3265 38.3265 38.3265 -729.744 374.282 -1104.03 -1104.03
7625 130500 133.196 61.3857 1.17556 38.3547 38.3547 38.3547 -720.077 396.636 -1116.71 -1116.71
7650 130600 133.406 105.778 1.1762 38.3477 38.3477 38.3477 -712.974 397.26 -1110.23 -1110.23
7675 130700 127.789 119.344 1.17665 38.3429 38.3429 38.3429 -726.88 380.533 -1107.41 -1107.41
7700 130800 124.355 113.248 1.17489 38.362 38.362 38.362 -733.331 370.309 -1103.64 -1103.64
7725 130900 132.815 77.5379 1.17255 38.3875 38.3875 38.3875 -714.133 395.499 -1109.63 -1109.63
7750 131000 131.041 110.12 1.17192 38.3943 38.3943 38.3943 -709.198 390.218 -1099.42 -1099.42
7775 131100 130.662 86.5429 1.17082 38.4064 38.4064 38.4064 -713.206 389.09 -1102.3 -1102.3
7800 131200 124.063 55.3666 1.17133 38.4008 38.4008 38.4008 -737.535 369.437 -1106.97 -1106.97
7825 131300 124.65 64.2321 1.17631 38.3466 38.3466 38.3466 -742.53 371.185 -1113.72 -1113.72
7850 131400 131.056 132.62 1.18432 38.2599 38.2599 38.2599 -724.738 390.262 -1115 -1115
7875 131500 129.564 206.455 1.18834 38.2167 38.2167 38.2167 -720.264 385.819 -1106.08 -1106.08
7900 131600 130.884 156.095 1.18165 38.2887 38.2887 38.2887 -717.638 389.749 -1107.39 -1107.39
7925 131700 131.211 47.2954 1.16974 38.4182 38.4182 38.4182 -720.214 390.725 -1110.94 -1110.94
7950 131800 121.512 -0.000233272 1.16394 38.4819 38.4819 38.4819 -743.953 361.843 -1105.8 -1105.8
7975 131900 127.648 8.301 1.16918 38.4244 38.4244 38.4244 -733.596 380.113 -1113.71 -1113.71
8000 132000 131.739 134.386 1.1826 38.2785 38.2785 38.2785 -716.686 392.296 -1108.98 -1108.98
8025 132100 133.085 177.968 1.19198 38.1778 38.1778 38.1778 -717.394 396.305 -1113.7 -1113.7
8050 132200 130.638 122.167 1.19307 38.1662 38.1662 38.1662 -732.871 389.018 -1121.89 -1121.89
8075 132300 130.203 51.5296 1.19201 38.1774 38.1774 38.1774 -744.16 387.721 -1131.88 -1131.88
8100 132400 128.13 84.8472 1.19535 38.1419 38.1419 38.1419 -746.836 381.55 -1128.39 -1128.39
8125 132500 130.998 116.333 1.20023 38.0901 38.0901 38.0901 -741.142 390.089 -1131.23 -1131.23
8150 132600 131.774 144.431 1.20262 38.0649 38.0649 38.0649 -737.282 392.4 -1129.68 -1129.68
8175 132700 126.727 143.193 1.20014 38.091 38.091 38.091 -746.523 377.371 -1123.89 -1123.89
8200 132800 129.037 35.8326 1.1946 38.1498 38.1498 38.1498 -754.545 384.249 -1138.79 -1138.79
8225 132900 124.527 98.314 1.19434 38.1527 38.1527 38.1527 -752.917 370.819 -1123.74 -1123.74
8250 133000 131.886 139.561 1.19471 38.1487 38.1487 38.1487 -727.988 392.734 -1120.72 -1120.72
8275 133100 131.201 141.722 1.19051 38.1935 38.1935 38.1935 -722.806 390.693 -1113.5 -1113.5
8300 133200 131.361 46.0265 1.18319 38.272 38.272 38.272 -730.206 391.17 -1121.38 -1121.38
8325 133300 124.666 25.3356 1.18103 38.2954 38.2954 38.2954 -746.115 371.234 -1117.35 -1117.35
8350 133400 127.903 74.0313 1.18655 38.236 38.236 38.236 -734.368 380.873 -1115.24 -1115.24
8375 133500 133.134 179.166 1.19425 38.1536 38.1536 38.1536 -710.389 396.45 -1106.84 -1106.84
8400 133600 130.911 181.825 1.19382 38.1582 38.1582 38.1582 -713.786 389.83 -1103.62 -1103.62
8425 133700 131.324 48.2478 1.18577 38.2443 38.2443 38.2443 -727.855 391.061 -1118.92 -1118.92
8450 133800 124.266 32.0252 1.18239 38.2807 38.2807 38.2807 -743.875 370.044 -1113.92 -1113.92
8475 133900 129.433 50.9991 1.18662 38.2352 38.2352 38.2352 -733.687 385.431 -1119.12 -1119.12
8500 134000 132.286 106.834 1.19567 38.1385 38.1385 38.1385 -728.17 393.926 -1122.1 -1122.1
8525 134100 133.809 108.457 1.2046 38.044 38.044 38.044 -736.288 398.461 -1134.75 -1134.75
8550 134200 129.905 131.464 1.21174 37.9691 37.9691 37.9691 -751.753 386.834 -1138.59 -1138.59
8575 134300 128.815 145.663 1.2149 37.9361 37.9361 37.9361 -755.971 383.59 -1139.56 -1139.56
8600 134400 129.604 133.367 1.21318 37.9541 37.9541 37.9541 -753.74 385.939 -1139.68 -1139.68
8625 134500 132.121 95.8749 1.20877 38.0002 38.0002 38.0002 -750.183 393.434 -1143.62 -1143.62
8650 134600 127.967 117.267 1.20436 38.0465 38.0465 38.0465 -752.259 381.065 -1133.32 -1133.32
8675 134700 130.461 85.6514 1.19921 38.1009 38.1009 38.1009 -747.177 388.489 -1135.67 -1135.67
8700 134800 129.663 116.497 1.19551 38.1402 38.1402 38.1402 -739.209 386.114 -1125.32 -1125.32
8725 134900 133.679 96.9804 1.1912 38.1861 38.1861 38.1861 -728.881 398.074 -1126.95 -1126.95
8750 135000 130.847 107.438 1.18692 38.232 38.232 38.232 -729.469 389.64 -1119.11 -1119.11
8775 135100 125.286 74.2851 1.18281 38.2761 38.2761 38.2761 -744.767 373.08 -1117.85 -1117.85
8800 135200 128.82 13.2364 1.18225 38.2823 38.2823 38.2823 -745.62 383.605 -1129.23 -1129.23
8825 135300 133.718 79.7112 1.18942 38.2051 38.2051 38.2051 -728.381 398.19 -1126.57 -1126.57
8850 135400 134.751 158.213 1.19807 38.1129 38.1129 38.1129 -723.639 401.265 -1124.9 -1124.9
8875 135500 126.556 165.014 1.20016 38.0908 38.0908 38.0908 -748.165 376.862 -1125.03 -1125.03
8900 135600 128.541 99.5361 1.19561 38.1391 38.1391 38.1391 -750.739 382.774 -1133.51 -1133.51
8925 135700 130.465 66.5293 1.19122 38.1859 38.1859 38.1859 -746.429 388.503 -1134.93 -1134.93
8950 135800 130.323 75.6401 1.19056 38.1929 38.1929 38.1929 -745.531 388.079 -1133.61 -1133.61
8975 135900 128.204 119.284 1.19201 38.1774 38.1774 38.1774 -744.667 381.769 -1126.44 -1126.44
9000 136000 132.732 137.397 1.19125 38.1855 38.1855 38.1855 -728.512 395.254 -1123.77 -1123.77
9025 136100 133.024 123.954 1.18684 38.2328 38.2328 38.2328 -723.845 396.122 -1119.97 -1119.97
9050 136200 126.655 94.0171 1.18011 38.3053 38.3053 38.3053 -735.882 377.156 -1113.04 -1113.04
9075 136300 127.836 45.8015 1.17471 38.364 38.364 38.364 -734.471 380.673 -1115.14 -1115.14
9100 136400 137.046 41.9873 1.17522 38.3584 38.3584 38.3584 -712.79 408.1 -1120.89 -1120.89
9125 136500 132.298 102.971 1.18112 38.2944 38.2944 38.2944 -721.012 393.961 -1114.97 -1114.97
9150 136600 128.832 109.1 1.18714 38.2296 38.2296 38.2296 -737.796 383.641 -1121.44 -1121.44
9175 136700 129.566 127.242 1.19153 38.1826 38.1826 38.1826 -738.12 385.826 -1123.95 -1123.95
9200 136800 130.586 131.574 1.19294 38.1676 38.1676 38.1676 -737.014 388.864 -1125.88 -1125.88
9225 136900 128.262 144.723 1.19043 38.1944 38.1944 38.1944 -736.287 381.943 -1118.23 -1118.23
9250 137000 134.785 93.5439 1.18383 38.2652 38.2652 38.2652 -720.059 401.367 -1121.43 -1121.43
9275 137100 134.499 55.1039 1.1779 38.3293 38.3293 38.3293 -719.461 400.514 -1119.97 -1119.97
9300 137200 124.982 60.1659 1.17683 38.3409 38.3409 38.3409 -741.042 372.174 -1113.22 -1113.22
9325 137300 128.861 64.4576 1.18054 38.3006 38.3006 38.3006 -736.693 383.726 -1120.42 -1120.42
9350 137400 129.81 141.732 1.18709 38.2301 38.2301 38.2301 -728.542 386.553 -1115.1 -1115.1
9375 137500 131.387 162.118 1.18953 38.204 38.204 38.204 -724.841 391.248 -1116.09 -1116.09
9400 137600 131.803 111.837 1.1856 38.2461 38.2461 38.2461 -728.903 392.486 -1121.39 -1121.39
9425 137700 129.249 84.0088 1.1804 38.3022 38.3022 38.3022 -734.759 384.881 -1119.64 -1119.64
9450 137800 126.428 113.342 1.17622 38.3475 38.3475 38.3475 -730.048 376.48 -1106.53 -1106.53
9475 137900 131.921 91.4485 1.17132 38.4009 38.4009 38.4009 -714.162 392.839 -1107 -1107
9500 138000 130.642 107.08 1.16695 38.4488 38.4488 38.4488 -710.382 389.03 -1099.41 -1099.41
9525 138100 129.144 94.2687 1.16225 38.5005 38.5005 38.5005 -711.661 384.569 -1096.23 -1096.23
9550 138200 128.618 85.7755 1.1582 38.5454 38.5454 38.5454 -708.121 383.004 -1091.12 -1091.12
9575 138300 134.463 65.5047 1.15594 38.5705 38.5705 38.5705 -693.489 400.407 -1093.9 -1093.9
9600 138400 133.415 49.7055 1.15735 38.5549 38.5549 38.5549 -700.569 397.288 -1097.86 -1097.86
9625 138500 128.024 52.5916 1.1644 38.4768 38.4768 38.4768 -722.013 381.233 -1103.25 -1103.25
9650 138600 129.454 101.942 1.17635 38.3462 38.3462 38.3462 -723.921 385.491 -1109.41 -1109.41
9675 138700 130.485 179.111 1.18744 38.2264 38.2264 38.2264 -720.667 388.561 -1109.23 -1109.23
9700 138800 132.228 169.919 1.19024 38.1964 38.1964 38.1964 -721.355 393.753 -1115.11 -1115.11
9725 138900 126.19 123.257 1.18546 38.2477 38.2477 38.2477 -738.593 375.771 -1114.36 -1114.36
9750 139000 126.338 64.6769 1.17869 38.3208 38.3208 38.3208 -740.3 376.214 -1116.51 -1116.51
9775 139100 133.738 45.2865 1.1756 38.3543 38.3543 38.3543 -721.222 398.25 -1119.47 -1119.47
9800 139200 130.372 109.441 1.17744 38.3343 38.3343 38.3343 -719.291 388.226 -1107.52 -1107.52
9825 139300 128.895 115.095 1.17899 38.3175 38.3175 38.3175 -724.716 383.829 -1108.54 -1108.54
9850 139400 126.1 57.2463 1.17935 38.3136 38.3136 38.3136 -742.612 375.504 -1118.12 -1118.12
9875 139500 126.047 35.7443 1.18382 38.2653 38.2653 38.2653 -751.173 375.345 -1126.52 -1126.52
9900 139600 131.837 99.9285 1.19421 38.154 38.154 38.154 -736.973 392.587 -1129.56 -1129.56
9925 139700 135.414 168.075 1.2036 38.0545 38.0545 38.0545 -726.81 403.239 -1130.05 -1130.05
9950 139800 128.432 140.081 1.20585 38.0309 38.0309 38.0309 -752.659 382.45 -1135.11 -1135.11
9975 139900 124.652 133.748 1.20327 38.058 38.058 38.058 -759.226 371.192 -1130.42 -1130.42
10000 140000 129.428 113.101 1.19758 38.1182 38.1182 38.1182 -742.39 385.415 -1127.81 -1127.81
10025 140100 134.999 39.238 1.19181 38.1796 38.1796 38.1796 -733.718 402.005 -1135.72 -1135.72
10050 140200 128.289 44.7375 1.19205 38.177 38.177 38.177 -747.788 382.024 -1129.81 -1129.81
10075 140300 126.57 72.7339 1.19792 38.1146 38.1146 38.1146 -752.665 376.905 -1129.57 -1129.57
10100 140400 136.849 83.2094 1.20625 38.0266 38.0266 38.0266 -736.766 407.513 -1144.28 -1144.28
10125 140500 137.017 214.185 1.21386 37.947 37.947 37.947 -723.336 408.012 -1131.35 -1131.35
10150 140600 129.276 174.741 1.21072 37.9797 37.9797 37.9797 -748.712 384.963 -1133.67 -1133.67
10175 140700 126.937 72.9949 1.20072 38.0849 38.0849 38.0849 -760.781 377.996 -1138.78 -1138.78
10200 140800 128.401 52.4669 1.194 38.1562 38.1562 38.1562 -751.443 382.356 -1133.8 -1133.8
10225 140900 132.102 85.8125 1.19269 38.1702 38.1702 38.1702 -734.75 393.379 -1128.13 -1128.13
10250 141000 130.595 122.33 1.19304 38.1665 38.1665 38.1665 -733.403 388.89 -1122.29 -1122.29
10275 141100 130.75 104.001 1.19157 38.1822 38.1822 38.1822 -736.877 389.351 -1126.23 -1126.23
10300 141200 129.037 95.7522 1.18959 38.2033 38.2033 38.2033 -740.942 384.249 -1125.19 -1125.19
10325 141300 129.147 91.8053 1.18856 38.2144 38.2144 38.2144 -741.18 384.577 -1125.76 -1125.76
10350 141400 127.69 135.852 1.18791 38.2214 38.2214 38.2214 -735.544 380.238 -1115.78 -1115.78
10375 141500 132.379 121.636 1.18375 38.266 38.266 38.266 -719.729 394.202 -1113.93 -1113.93
10400 141600 133.349 65.3631 1.17822 38.3258 38.3258 38.3258 -719.472 397.092 -1116.56 -1116.56
10425 141700 124.76 68.5796 1.17612 38.3486 38.3486 38.3486 -736.847 371.514 -1108.36 -1108.36
10450 141800 127.637 82.6548 1.17747 38.3339 38.3339 38.3339 -728.657 380.083 -1108.74 -1108.74
10475 141900 136.836 120.773 1.18057 38.3004 38.3004 38.3004 -703.166 407.475 -1110.64 -1110.64
10500 142000 129.812 156.04 1.181 38.2957 38.2957 38.2957 -714.566 386.557 -1101.12 -1101.12
10525 142100 129.601 71.7723 1.17667 38.3427 38.3427 38.3427 -725.044 385.93 -1110.97 -1110.97
10550 142200 125.139 78.161 1.17438 38.3675 38.3675 38.3675 -730.569 372.643 -1103.21 -1103.21
10575 142300 134.178 78.4565 1.17497 38.3611 38.3611 38.3611 -708.682 399.558 -1108.24 -1108.24
10600 142400 136.631 88.2758 1.1775 38.3336 38.3336 38.3336 -704.092 406.864 -1110.96 -1110.96
10625 142500 131.489 89.7312 1.18169 38.2882 38.2882 38.2882 -723.599 391.553 -1115.15 -1115.15
10650 142600 128.959 124.887 1.18692 38.232 38.232 38.232 -731.489 384.019 -1115.51 -1115.51
10675 142700 124.476 209.316 1.18879 38.2119 38.2119 38.2119 -728.69 370.669 -1099.36 -1099.36
10700 142800 135.892 113.371 1.18064 38.2996 38.2996 38.2996 -706.351 404.663 -1111.01 -1111.01
10725 142900 134.167 8.72048 1.1706 38.4088 38.4088 38.4088 -716.441 399.527 -1115.97 -1115.97
10750 143000 126.313 38.3209 1.16928 38.4233 38.4233 38.4233 -729.174 376.139 -1105.31 -1105.31
10775 143100 128.009 106.32 1.17469 38.3641 38.3641 38.3641 -720.433 381.189 -1101.62 -1101.62
10800 143200 133.699 151.887 1.17983 38.3084 38.3084 38.3084 -704.524 398.131 -1102.66 -1102.66
10825 143300 133.553 125.674 1.18002 38.3064 38.3064 38.3064 -710.623 397.697 -1108.32 -1108.32
10850 143400 128.261 134.083 1.17666 38.3428 38.3428 38.3428 -720.72 381.94 -1102.66 -1102.66
10875 143500 126.506 142.378 1.16837 38.4333 38.4333 38.4333 -713.971 376.714 -1090.68 -1090.68
10900 143600 133.533 37.1222 1.15566 38.5736 38.5736 38.5736 -700.196 397.637 -1097.83 -1097.83
10925 143700 130.345 5.95991 1.14799 38.6593 38.6593 38.6593 -703.932 388.146 -1092.08 -1092.08
10950 143800 127.184 4.11616 1.15048 38.6315 38.6315 38.6315 -716.067 378.732 -1094.8 -1094.8
10975 143900 120.819 86.6385 1.16396 38.4817 38.4817 38.4817 -733.01 359.777 -1092.79 -1092.79
11000 144000 131.153 173.306 1.18066 38.2994 38.2994 38.2994 -711.045 390.553 -1101.6 -1101.6
11025 144100 135.661 214.413 1.19019 38.1969 38.1969 38.1969 -702.24 403.975 -1106.21 -1106.21
11050 144200 131.05 146.791 1.18809 38.2194 38.2194 38.2194 -721.798 390.244 -1112.04 -1112.04
11075 144300 130.532 31.4581 1.18145 38.2909 38.2909 38.2909 -736.738 388.703 -1125.44 -1125.44
11100 144400 124.232 84.0656 1.18037 38.3026 38.3026 38.3026 -741.035 369.942 -1110.98 -1110.98
11125 144500 130.153 114.33 1.1816 38.2893 38.2893 38.2893 -721.62 387.575 -1109.19 -1109.19
11150 144600 132.292 108.818 1.18148 38.2905 38.2905 38.2905 -715.987 393.943 -1109.93 -1109.93
11175 144700 129.428 101.446 1.18038 38.3024 38.3024 38.3024 -723.485 385.413 -1108.9 -1108.9
11200 144800 127.576 100.745 1.1787 38.3206 38.3206 38.3206 -726.867 379.899 -1106.77 -1106.77
11225 144900 133.128 118.548 1.17637 38.3459 38.3459 38.3459 -707.882 396.433 -1104.32 -1104.32
11250 145000 134.103 151.547 1.17139 38.4002 38.4002 38.4002 -693.969 399.334 -1093.3 -1093.3
11275 145100 129.685 83.6964 1.16087 38.5158 38.5158 38.5158 -706.022 386.18 -1092.2 -1092.2
11300 145200 125.757 5.64854 1.15091 38.6266 38.6266 38.6266 -719.001 374.483 -1093.48 -1093.48
11325 145300 127.313 23.1719 1.14988 38.6382 38.6382 38.6382 -710.72 379.118 -1089.84 -1089.84
11350 145400 135.77 88.0305 1.15751 38.553 38.553 38.553 -686.71 404.299 -1091.01 -1091.01
11375 145500 132.098 146.757 1.16749 38.4429 38.4429 38.4429 -696.663 393.364 -1090.03 -1090.03
11400 145600 129.266 130.149 1.17397 38.372 38.372 38.372 -714.608 384.934 -1099.54 -1099.54
11425 145700 128.381 117.362 1.17741 38.3346 38.3346 38.3346 -722.588 382.298 -1104.89 -1104.89
11450 145800 129.562 111.145 1.17908 38.3165 38.3165 38.3165 -721.579 385.813 -1107.39 -1107.39
11475 145900 134.099 128.163 1.17905 38.3168 38.3168 38.3168 -705.421 399.324 -1104.75 -1104.75
11500 146000 134.779 135.544 1.17579 38.3522 38.3522 38.3522 -698.008 401.348 -1099.36 -1099.36
11525 146100 127.255 73.3627 1.16885 38.428 38.428 38.428 -720.329 378.945 -1099.27 -1099.27
11550 146200 125.497 41.0796 1.16367 38.4849 38.4849 38.4849 -724.136 373.708 -1097.84 -1097.84
11575 146300 131.217 34.2313 1.1644 38.4769 38.4769 38.4769 -711.435 390.742 -1102.18 -1102.18
11600 146400 130.835 95.3706 1.17225 38.3908 38.3908 38.3908 -710.45 389.605 -1100.06 -1100.06
11625 146500 130.54 148.068 1.18195 38.2855 38.2855 38.2855 -713.345 388.724 -1102.07 -1102.07
11650 146600 133.044 96.4221 1.18827 38.2174 38.2174 38.2174 -725.608 396.183 -1121.79 -1121.79
11675 146700 125.882 102.403 1.1947 38.1487 38.1487 38.1487 -750.573 374.855 -1125.43 -1125.43
11700 146800 130.268 120.042 1.20187 38.0728 38.0728 38.0728 -745.702 387.917 -1133.62 -1133.62
11725 146900 130.947 169.639 1.20698 38.0189 38.0189 38.0189 -740.229 389.937 -1130.17 -1130.17
11750 147000 130.705 161.092 1.20504 38.0394 38.0394 38.0394 -738.741 389.219 -1127.96 -1127.96
11775 147100 129.264 87.805 1.19651 38.1295 38.1295 38.1295 -744.262 384.926 -1129.19 -1129.19
11800 147200 125.632 44.4236 1.18817 38.2185 38.2185 38.2185 -750.489 374.11 -1124.6 -1124.6
11825 147300 130.122 57.9003 1.1851 38.2515 38.2515 38.2515 -733.315 387.48 -1120.8 -1120.8
11850 147400 132.492 110.238 1.18631 38.2385 38.2385 38.2385 -718.726 394.537 -1113.26 -1113.26
11875 147500 130.062 135.342 1.18665 38.2349 38.2349 38.2349 -720.566 387.301 -1107.87 -1107.87
11900 147600 129.871 81.54 1.18389 38.2646 38.2646 38.2646 -730.37 386.732 -1117.1 -1117.1
11925 147700 120.033 82.9038 1.18216 38.2832 38.2832 38.2832 -753.364 357.439 -1110.8 -1110.8
11950 147800 126.645 92.2912 1.1822 38.2828 38.2828 38.2828 -734.793 377.127 -1111.92 -1111.92
